Series_Review_Id,Review_Type,Review_Comments,Rating,User_Name,Series_Id,Review_Date,User_Id
129,Customer    ,calm that series. dumb Best got locations beautiful the nice nice action,4,Bobbie5     ,18,1/11/1989,381
130,Critic      ,amazing series. got in Awesome into in got house Awesome action shoot,6,Curtis      ,26,11/11/1957,512
131,Critic      ,series. nice house into were shoot calm minded in beautiful soothe Awesome,3,Shane73     ,17,10/25/1985,275
132,Customer    ,Best minded action action movie were Awesome series. studios minded that,7,Lindsey002  ,39,7/6/1991,497
133,Critic      ,locations beautiful calm series. locations that were action direction dumb,8,Gabriela56  ,1,9/20/2000,522
134,Customer    ,the soothe beautiful shoot production production series. calm shoot in into,10,Anthony620  ,33,7/23/1984,54
135,Critic      ,production the locations amazing shoot movie series. actor into dumb action,9,Garrett69   ,38,12/2/1965,276
136,Customer    ,mesmerizing that house beautiful that into into that beautiful production,6,Martin      ,25,5/27/1954,488
137,Customer    ,got Best in production locations minded house movie locations Best in dumb,8,Alfonso8    ,9,11/6/1977,843
138,Critic      ,in locations action mesmerizing Awesome calm amazing action beautiful,9,Ricardo785  ,29,10/3/1995,601
139,Customer    ,mesmerizing soothe locations got locations studios house beautiful into,5,Tammie71    ,32,11/11/1959,102
140,Critic      ,direction nice soothe series. in that series. minded mesmerizing calm,5,Marsha4     ,36,3/17/2001,739
141,Customer    ,beautiful production that Best got house actor that got nice beautiful,9,Gerard4     ,2,5/6/1973,394
142,Customer    ,movie soothe movie studios studios in movie shoot locations got Best soothe,8,Rhonda6     ,21,7/7/1986,931
143,Critic      ,into amazing action nice calm movie got Awesome actor shoot mesmerizing,3,Bryce       ,14,6/26/1985,129
144,Critic      ,amazing Awesome locations house series. calm into were minded the studios,10,Tommy2      ,35,2/7/1957,692
145,Critic      ,Best that movie production actor calm locations nice into dumb that,6,Audrey9     ,20,4/11/1972,602
146,Critic      ,soothe direction house series. soothe in got were got minded production in,3,Albert367   ,13,9/5/2006,827
147,Customer    ,shoot dumb that actor Best got amazing beautiful amazing into that studios,7,Lana20      ,3,12/22/1995,677
148,Critic      ,production were Awesome calm shoot calm nice production movie movie,4,Tina76      ,5,7/11/1980,556
149,Customer    ,minded soothe the calm into direction got mesmerizing Awesome shoot,3,Edwin497    ,12,10/9/1970,169
150,Critic      ,amazing mesmerizing minded minded house Best into dumb beautiful got Best,1,Marcus5     ,7,2/28/1997,181
151,Critic      ,beautiful in were locations soothe in minded in action beautiful got action,1,Terri99     ,28,7/16/1962,594
152,Critic      ,movie minded soothe were Awesome house house shoot action actor got movie,9,Kate772     ,24,3/25/2004,247
153,Critic      ,shoot into beautiful calm production movie mesmerizing soothe series. into,4,Christie    ,27,5/21/1996,997
154,Critic      ,series. direction amazing minded nice nice studios production production in,10,Quincy6     ,4,5/4/1967,555
155,Customer    ,production Best amazing action actor movie nice Awesome shoot got were that,2,Demetrius41 ,6,3/20/1958,60
156,Customer    ,production that the in action actor production minded the actor nice,10,Darrick864  ,15,8/11/1981,259
157,Critic      ,actor studios in action the actor Best studios that action nice into,3,Kirk926     ,30,5/24/2004,840
158,Critic      ,dumb were got the minded dumb production into locations calm into got,8,Earl        ,34,1/12/1998,554
159,Critic      ,minded got nice were locations Best house soothe series. soothe direction,7,Damien84    ,31,10/26/2004,635
160,Critic      ,amazing beautiful amazing house dumb amazing soothe soothe direction in,9,Yvonne      ,22,4/15/1992,504
161,Customer    ,that in locations nice locations shoot the movie got series. into into,2,Angela3     ,8,9/22/2001,967
162,Customer    ,the studios direction got nice into were nice nice actor beautiful in,7,Ethan5      ,23,12/29/1995,75
163,Customer    ,action the minded production direction direction that shoot the movie,3,Laura739    ,37,2/8/1976,499
164,Customer    ,mesmerizing in direction calm minded the actor action nice calm into minded,1,Israel      ,16,8/4/1972,153
165,Critic      ,,8,Jesse5      ,40,8/10/1992,807
166,Customer    ,in series. beautiful calm series. nice Awesome minded dumb in movie Awesome,7,Juan6       ,10,7/9/1972,631
167,Customer    ,movie calm amazing soothe Awesome locations direction Best minded calm nice,10,Sonia       ,11,2/25/1966,565
168,Customer    ,that Awesome action minded direction Awesome locations actor soothe,9,Sammy       ,18,4/2/1973,539
169,Critic      ,got action calm nice in dumb house Awesome nice soothe shoot nice,1,Geoffrey    ,26,8/3/1958,664
170,Critic      ,production mesmerizing series. into calm minded series. got minded series.,4,Kevin423    ,17,6/2/1984,993
171,Customer    ,beautiful Awesome direction studios beautiful in movie got house,8,Sherrie94   ,39,5/18/1954,299
172,Customer    ,in into studios the into were in minded Best studios the soothe actor calm,1,Charity     ,1,10/9/1968,61
173,Customer    ,shoot mesmerizing series. action nice amazing series. got shoot that in,4,Kristie     ,33,4/29/1991,447
174,Critic      ,house soothe dumb dumb beautiful soothe dumb calm shoot series. amazing,2,Alisa82     ,38,6/8/1962,465
175,Customer    ,actor direction series. mesmerizing Best got got production actor,5,Wendell9    ,25,12/2/1955,211
176,Critic      ,mesmerizing calm actor production beautiful movie actor series. actor,3,Ross6       ,9,6/26/2004,70
177,Critic      ,were calm movie locations into dumb series. Awesome action studios amazing,3,Marcie      ,29,12/30/1968,230
178,Customer    ,in house minded locations in into dumb beautiful shoot beautiful minded,3,Clarence780 ,32,12/30/2006,149
179,Customer    ,beautiful calm that that mesmerizing beautiful action locations house,2,Stephanie9  ,36,6/24/1969,432
180,Critic      ,calm that nice beautiful shoot into dumb got amazing actor action nice got,4,Erin4       ,2,12/13/2007,436
181,Customer    ,were dumb Awesome minded got shoot actor actor amazing in dumb direction,9,Kristina    ,21,1/5/1954,18
182,Critic      ,soothe got that that dumb shoot direction in in actor production locations,4,Calvin      ,14,3/25/2005,382
183,Critic      ,locations amazing series. that were action in actor studios house amazing,2,Sherman     ,35,8/27/1998,811
184,Critic      ,movie Best actor action Best minded locations studios dumb locations,4,Lee         ,20,11/13/1999,200
185,Critic      ,direction locations in direction soothe series. amazing that Best soothe,6,Ronda       ,13,4/29/2003,912
186,Customer    ,series. direction series. production calm direction nice Awesome calm into,5,Perry305    ,3,8/2/1989,27
187,Customer    ,movie amazing soothe soothe got series. action actor shoot were studios,3,Kim46       ,5,2/14/2003,500
188,Critic      ,in into movie calm dumb Best soothe into in were got series. amazing got,8,Clarissa23  ,12,5/21/1986,960
189,Customer    ,calm house beautiful dumb series. were calm got house actor studios minded,8,Mike514     ,7,5/6/1979,990
190,Customer    ,calm studios production amazing series. into production beautiful minded,10,Garry848    ,28,4/22/1992,15
191,Critic      ,in house Awesome Awesome house shoot nice nice dumb studios direction,3,Katie3      ,24,1/2/1958,648
192,Critic      ,in minded house house production were Awesome beautiful action minded got,1,Lashonda2   ,27,10/26/1987,280
193,Customer    ,direction in minded beautiful studios action action production movie,3,Jody641     ,4,12/7/1998,963
194,Critic      ,Best got series. were locations calm amazing dumb dumb minded the direction,7,Marcus      ,6,7/29/1975,579
195,Customer    ,the actor soothe dumb beautiful movie dumb nice that dumb actor calm,3,Simon4      ,15,6/26/2007,767
196,Customer    ,were nice shoot the house nice the were were direction dumb action,2,John58      ,30,5/8/1985,322
197,Customer    ,series. in Awesome series. movie Awesome that actor studios shoot house in,6,Edgar       ,34,5/31/1963,410
198,Critic      ,studios were mesmerizing movie got amazing Awesome mesmerizing direction,3,Jeffery9    ,31,11/23/1965,970
199,Customer    ,nice in that movie dumb studios production amazing movie direction studios,2,Orlando806  ,22,6/29/1972,880
200,Customer    ,the nice beautiful beautiful actor were in were direction production in the,9,Angelica    ,8,10/3/2007,968
201,Customer    ,house movie the amazing into direction movie that the production shoot,3,Shawn45     ,23,7/11/1993,252
202,Customer    ,production actor Best got soothe beautiful nice shoot series. locations,9,Raymond61   ,37,9/22/1975,130
203,Customer    ,beautiful Best action amazing dumb house locations studios Awesome minded,3,Erick772    ,16,12/9/1974,889
204,Critic      ,series. soothe house studios beautiful Best house house the were,9,Ronda139    ,40,5/9/1994,175
205,Customer    ,the dumb series. beautiful beautiful movie production nice shoot direction,3,Stacie3     ,10,10/15/1995,874
206,Critic      ,beautiful Awesome actor house action calm mesmerizing got production shoot,1,Rusty9      ,11,10/6/2001,534
207,Critic      ,that Best that into calm Awesome got production actor mesmerizing minded,6,Norma       ,18,11/27/1965,776
208,Customer    ,locations in in in action into Best that soothe nice direction were house,3,Jamal       ,26,12/14/1986,502
209,Customer    ,that dumb in dumb calm minded action series. Best studios house nice dumb,6,Wayne10     ,17,6/3/1964,348
210,Customer    ,Best production soothe soothe locations in that calm mesmerizing into shoot,9,Raul559     ,39,9/23/1961,986
211,Critic      ,mesmerizing got soothe movie house nice production nice Best soothe nice,7,Terence473  ,1,8/12/1965,34
212,Customer    ,Awesome movie soothe series. movie movie house actor amazing amazing,1,Rosemary    ,33,5/25/2005,686
213,Critic      ,house actor action calm dumb into Awesome into nice calm soothe in minded,6,Jesus32     ,38,7/21/1981,119
214,Critic      ,calm studios Awesome got movie Awesome movie series. Awesome locations,3,Esmeralda402,25,11/14/2004,194
215,Customer    ,action nice amazing that direction direction got in calm locations series.,10,Randall3    ,9,4/11/1991,483
216,Customer    ,production mesmerizing series. series. actor studios house beautiful,9,Drew03      ,29,6/29/2004,573
217,Critic      ,movie soothe mesmerizing amazing house got Awesome amazing into direction,6,Felipe1     ,32,,260
218,Critic      ,direction shoot shoot production locations movie locations production in,10,Jack790     ,36,5/3/2005,310
219,Customer    ,calm into soothe nice Best actor actor house Best series. Best dumb,5,Kelvin2     ,2,3/27/1984,241
220,Customer    ,mesmerizing studios locations actor house the got house in production house,4,Ray         ,21,4/8/1977,777
221,Customer    ,series. into in amazing production in Awesome actor series. mesmerizing,5,Richard     ,14,1/9/1956,131
222,Customer    ,calm into shoot were direction beautiful dumb locations series. that house,3,Felipe871   ,35,5/25/1977,605
223,Customer    ,production Awesome Best direction into action series. into nice calm movie,1,Kristin509  ,20,10/8/1987,549
224,Critic      ,got studios nice movie direction series. that shoot studios direction,2,Sandy       ,13,11/27/2001,650
225,Customer    ,got Best production nice action nice actor production Best actor in amazing,2,Martin2     ,3,4/12/1974,339
226,Critic      ,shoot the mesmerizing dumb studios direction mesmerizing studios that,8,John18      ,5,6/2/1979,22
227,Customer    ,direction production into beautiful production Awesome Awesome Best,8,Marla179    ,12,7/24/1974,96
228,Customer    ,series. house minded calm soothe house were production minded direction,8,Alex20      ,7,11/2/1977,871
229,Customer    ,production that soothe mesmerizing that got into direction direction Best,9,Rachael     ,28,10/1/1968,707
230,Customer    ,series. in the Awesome locations Awesome that movie production series.,3,Billie31    ,24,12/14/1962,885
231,Critic      ,calm movie the beautiful got calm got got house production actor amazing,8,Cedric86    ,27,7/26/1978,643
232,Critic      ,minded in in production the were actor amazing the action direction that,1,Kristy      ,4,1/28/1994,254
233,Customer    ,nice in were got the studios series. production action dumb Best Best,1,Tricia189   ,6,2/8/1956,264
234,Critic      ,direction the beautiful actor dumb house house dumb minded into direction,3,Helen49     ,15,7/3/1987,458
235,Critic      ,direction dumb house calm were into mesmerizing production actor series.,2,Alberto0    ,30,9/22/1969,195
236,Critic      ,in were into in in house production soothe Best shoot the minded locations,1,John88      ,34,6/4/1967,882
237,Customer    ,movie actor house were studios in into got Best mesmerizing dumb actor,1,Marcia      ,31,4/15/1986,478
238,Customer    ,movie production nice in direction shoot studios Best calm production,4,Stacie      ,22,4/18/1983,628
239,Critic      ,calm minded into production locations action minded studios actor locations,2,Melvin726   ,8,4/21/1957,319
240,Critic      ,mesmerizing dumb minded in direction calm action beautiful in nice series.,6,Shanda69    ,23,1/30/1957,365
241,Critic      ,nice locations were action dumb soothe shoot direction mesmerizing amazing,9,Travis820   ,37,7/24/1954,242
242,Critic      ,nice mesmerizing got soothe calm dumb production minded studios that,10,Earl        ,16,9/6/1976,994
243,Critic      ,dumb in nice soothe house movie dumb mesmerizing soothe Best soothe soothe,2,Jeremiah    ,40,3/3/1969,599
244,Critic      ,Best that Awesome series. amazing beautiful house calm movie the shoot,9,Olivia08    ,10,12/19/1974,2
245,Critic      ,beautiful series. direction shoot beautiful in series. mesmerizing action,3,Ebony013    ,11,8/13/1970,976
246,Customer    ,movie house calm calm action that Awesome got Best studios calm into into,3,Lewis799    ,18,9/12/1979,951
247,Critic      ,dumb shoot amazing soothe were beautiful amazing direction shoot studios,5,Stephan564  ,26,8/9/1960,155
248,Critic      ,actor into action mesmerizing production action amazing the locations actor,1,Bridgett046 ,17,4/7/1959,764
249,Customer    ,the minded action got soothe nice movie direction studios nice mesmerizing,7,Tabatha698  ,39,1/23/2002,89
250,Critic      ,that mesmerizing house that series. the series. that Best locations Best,5,Bridgett    ,1,4/18/1992,189
251,Customer    ,calm were Best in the dumb beautiful shoot beautiful were minded calm,7,Neal        ,33,12/28/1955,58
252,Customer    ,direction got into action studios Awesome studios nice in amazing studios,6,Gavin       ,38,1/5/1988,110
253,Customer    ,beautiful movie Awesome soothe locations studios got were actor locations,8,Xavier      ,25,3/5/1987,731
254,Customer    ,got series. minded dumb were action in studios house movie beautiful in,9,Kari614     ,9,,103
255,Critic      ,mesmerizing soothe actor calm Best shoot into actor actor movie series.,5,Kari4       ,29,8/16/1996,833
256,Critic      ,beautiful actor dumb were studios the production series. amazing series.,1,Jo          ,32,6/21/1969,634
257,Customer    ,mesmerizing minded into series. studios beautiful Awesome calm studios,8,Charlie1    ,36,5/11/1983,566
258,Critic      ,amazing amazing series. direction locations beautiful the in movie were,2,Andrew417   ,2,10/5/1958,244
259,Critic      ,dumb in actor minded soothe got studios production were actor minded that,8,John        ,21,10/26/1981,831
260,Customer    ,nice amazing minded calm action direction actor dumb Best beautiful Awesome,6,Guadalupe04 ,14,8/30/1953,853
261,Critic      ,minded in Awesome got direction series. nice locations studios the,3,Harvey41    ,35,12/8/1967,433
262,Critic      ,got beautiful soothe Awesome direction into production calm production,8,Carolyn     ,20,3/25/1974,901
263,Critic      ,in got calm got got the amazing that that production Best action amazing,5,Liza311     ,13,12/4/1976,791
264,Customer    ,locations direction shoot amazing dumb soothe the soothe production Best,4,Terri       ,3,2/25/2005,444
265,Critic      ,that actor Best into minded that beautiful studios dumb that action amazing,2,Marjorie6   ,5,1/1/1977,342
266,,soothe were mesmerizing into mesmerizing the production Awesome nice,7,Kendrick314 ,12,11/8/1993,769
267,Critic      ,studios calm action amazing in action dumb nice nice that in movie in calm,1,Dora4       ,7,8/27/1975,415
268,Customer    ,minded shoot nice locations nice in action shoot production locations,4,Gregory67   ,28,7/6/1962,640
269,Customer    ,production actor dumb calm beautiful that dumb direction into calm calm,2,Taryn410    ,24,11/24/1970,999
270,Critic      ,locations direction direction studios got action in minded amazing nice,10,Pablo       ,27,10/30/1964,593
